text,SDGs,SDG1,SDG2,SDG3,SDG4,SDG5,SDG6,SDG7,SDG8,SDG9,SDG10,SDG11,SDG12,SDG13,SDG14,SDG15,SDG16,SDG17,labels
"Peramalan Muka Air Laut Secara Time Series dengan Menggunakan Pendekatan Transformator, dengan Studi Kasus di Pangandaran, Indonesia. Prediksi muka air laut merupakan informasi penting bagi masyarakat yang tinggal di daerah pesisir dan berencana untuk membangun bangunan, terutama pada tahap konstruksi di sekitar lokasi darat dan lepas pantai. Metode statistik dan analisis harmonik pasang surut telah digunakan untuk memprediksi ketinggian permukaan air laut, namun membutuhkan data historis ketinggian permukaan air laut jangka panjang untuk mencapai akurasi yang masuk akal. Makalah ini menggunakan pendekatan pembelajaran mendalam Transformer untuk memprediksi level data laut. Penelitian ini hanya menggunakan data selama empat bulan di Pangandaran, Indonesia. Kami menggunakan dataset ketinggian permukaan laut yang diperoleh dari Inexpensive Device for Sea Level measurement (IDSL). Model ini dilatih untuk memprediksi 1, 7, dan 14 hari. Kami juga mempelajari sensitivitas model dalam hal peninjauan kembali. Kinerja Transformer dibandingkan dengan dua metode deep-learning populer lainnya; RNN dan LSTM. Untuk peramalan 14 hari, model Transformer menghasilkan korelasi koefisien (CC) yang lebih tinggi yaitu 0,993 dan nilai root mean squared error (RMSE) yang lebih rendah yaitu 0,055 dibandingkan dengan dua model lainnya. Selain itu, Transformer memiliki performa komputasi yang lebih cepat dibandingkan dua model lainnya. © 2023 IEEE.",['SDG17'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"Sistem Pengukuran Kualitas Air Minum Dalam Kemasan Menggunakan Analisis Perbandingan Regresi Linier. Air telah muncul sebagai kebutuhan penting bagi keberlangsungan hidup manusia di era sekarang. Air mengandung beberapa bahan kimia, seperti pengukuran konsentrasi ion hidrogen (pH) dan jumlah total padatan terlarut (TDS). Sangatlah penting untuk mengonsumsi air yang memiliki pH dan total padatan terlarut (TDS) yang stabil. Namun demikian, jika seseorang mengonsumsi air dengan tingkat pH yang menyimpang secara signifikan dari netralitas terhadap keasaman atau alkalinitas, hal ini dapat menyebabkan efek buruk pada fungsi otot dan pencernaan. Jika seseorang mengonsumsi air dengan konsentrasi padatan terlarut total (TDS) yang tinggi, hal ini dapat menyebabkan penurunan fungsi ginjal. Oleh karena itu, penelitian ini bertujuan untuk mengembangkan sistem yang mampu mengukur tingkat pH dan TDS dengan menggunakan sensor pH dan sensor TDS. Selanjutnya, data sensor yang telah diolah akan disajikan melalui tampilan digital pada LCD 16x2. Prosedur kalibrasi untuk sensor pH dan sensor TDS menggunakan teknik regresi linier. Sistem ini memiliki kemampuan untuk menilai tingkat pH dengan tingkat kesalahan mulai dari 0,19 hingga 0,44 untuk TDS, serta 19 hingga 41 ppm. Performa sistem sensor pH mencapai tingkat 97,6%, sedangkan sistem total padatan terlarut (TDS) mencapai tingkat 70%. © 2023 IEEE.",['SDG6'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Survei Evolusi Inovasi Pengantaran Makanan di Negara Berkembang: Wawasan dari Indonesia. Industri layanan makanan adalah salah satu bisnis yang paling menjanjikan saat ini, dan ketersediaan layanan pesan antar makanan merupakan salah satu transformasi digital yang terjadi di industri ini. Perkembangan inovasi yang terus menerus dalam bisnis ini menjanjikan peningkatan kesuksesan dan pendapatan. Penelitian ini meneliti bagaimana pesan antar makanan menjadi salah satu inovasi yang berperan penting dalam keberlangsungan restoran/pedagang makanan. Ruang lingkup eksplorasi dalam penelitian survei ini didasarkan pada pertanyaan penelitian, dimulai dari evolusi proses dalam pengantaran makanan dari waktu ke waktu. Hal ini mencakup pengaruh dari tiga era teknologi: telepon seluler, situs web, dan sistem operasi seluler, yang memiliki dampak evolusioner pada sudut pandang konsep bisnis, dari pengantaran berbasis restoran hingga kemunculan e-commerce. Penelitian ini juga mengeksplorasi manfaat dan tantangan yang muncul selama adopsi, dengan 5 manfaat yang diidentifikasi, termasuk peningkatan pengalaman pelanggan, peningkatan efisiensi pemesanan, peningkatan fleksibilitas pemesanan, peningkatan kontrol makanan, dan manajemen krisis. Tantangan yang muncul selama adopsi termasuk pengiriman dan kualitas yang tidak konsisten, ketergantungan teknologi, ketidakpuasan kemitraan, dan masalah kesehatan dan lingkungan. Berdasarkan temuan penelitian ini, terdapat peluang untuk merancang model adopsi teknologi untuk pengantaran makanan daring di Indonesia di masa depan. © 2023 IEEE.","['SDG9', 'SDG17']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
"Faktor-faktor yang mempengaruhi penggunaan aplikasi Zoom dalam perkuliahan daring selama pandemi Covid-19. Penyebaran Covid-19 yang cepat secara global menyebabkan pemanfaatan alat bantu daring untuk berbagai kegiatan perkuliahan. Pembelajaran daring merupakan perubahan yang diamanatkan kepada dosen dan mahasiswa untuk mencapai tujuan pendidikan yang signifikan, terlepas dari waktu dan lokasi. Penelitian ini menyelidiki faktor-faktor yang mempengaruhi penggunaan aplikasi konferensi video, Zoom dalam mendukung perkuliahan daring. Penelitian ini merupakan penelitian kuantitatif dengan menggunakan model unified theory of acceptance and the use of technology (UTAUT) untuk menganalisis penerimaan perangkat lunak pembelajaran online. Subjek penelitian terdiri dari mahasiswa dan dosen dari Universitas Bina Sarana Informatika (UBSI) Indonesia. Hasil penelitian menunjukkan bahwa ekspektasi kinerja dan usaha, serta faktor sosial, mempengaruhi sikap pengguna terhadap penggunaan perangkat lunak dan niat perilaku mereka. Selain itu, kondisi yang memfasilitasi mempengaruhi sikap mereka tanpa pengaruh yang signifikan terhadap niat. © 2023 Penulis (s).","['SDG3', 'SDG17']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"Mengamati Performa Algoritma TextRank pada Peringkasan Teks Otomatis untuk Bahasa Indonesia. Penelitian mengenai peringkasan teks otomatis umumnya dilakukan pada teks berbahasa Inggris. Menurut penelitian sebelumnya, peringkasan teks otomatis dalam Bahasa Indonesia masih menjadi tantangan tersendiri karena penelitian di bidang ini, terutama penelitian yang membahas performa algoritma TextRank, masih sedikit. Oleh karena itu, penelitian ini mengamati kinerja algoritma TextRank untuk meringkas teks dalam Bahasa Indonesia. Algoritma TextRank meringkas sebuah teks dengan memilah kata-kata penting dan kalimat-kalimat yang relevan tanpa memperhatikan bahasa sumbernya. Algoritma ini menggunakan sebuah titik untuk merepresentasikan sebuah kata. Proses pengukuran kemiripan akan menghitung kata-kata yang tumpang tindih (kata yang sama di antara dua simpul). Kata-kata yang tumpang tindih ini diwakili oleh sisi, yang menghubungkan simpul-simpul tersebut. Dengan demikian, teks tersebut membentuk sebuah graf. Penelitian ini berfokus pada proses pengukuran kemiripan untuk menentukan kalimat-kalimat yang relevan dalam sebuah teks. Karena pengukuran kemiripan sangat penting untuk hasil peringkasan, penelitian ini mengalihkan proses asli ke algoritma Levenshtein Distance dan mengamati kinerjanya. Penelitian ini menggunakan teks ringkasan yang dibuat oleh manusia oleh seorang pakar linguistik Bahasa Indonesia untuk mengevaluasi hasilnya. Metode evaluasi dilakukan dengan menggunakan ROUGE-1 dan ROUGE-2. Hasilnya menunjukkan bahwa rata-rata ROUGE-1 dan ROUGE-2 untuk algoritma TextRank adalah 0.439 dan 0.3186. Sementara itu, TextRank yang telah dimodifikasi memperoleh 0.3999 dan 0.2805. Kedua algoritma tersebut belum menunjukkan hasil yang memuaskan seperti yang diharapkan. © IJASEIT dilisensikan di bawah lisensi Creative Commons Attribution-Share Alike 4.0 International License",['SDG17'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"Klasifikasi Kelainan Jantung dengan Fitur Power Spectrum dan Pembelajaran Mesin. Suara jantung sangat penting dalam mendiagnosis dan menganalisis penyakit jantung serta mendeteksi ketidaknormalan pada jantung. Kelainan pada jantung biasanya dapat dideteksi ketika ada suara tambahan saat pembukaan katup yang tidak sempurna. Suara tambahan pada kelainan jantung dapat disebut murmur. Suara jantung normal dan murmur memiliki frekuensi yang berbeda. Oleh karena itu, ekstraksi fitur berbasis frekuensi dapat digunakan untuk mengklasifikasikan suara jantung. Salah satu domain frekuensi adalah spektrum daya yang dapat dihitung daya dengan dua frekuensi sinyal, dan dapat dengan jelas menunjukkan pola murmur dan suara jantung normal. Pada penelitian ini, ekstraksi fitur yang diusulkan berdasarkan fitur spektrum daya digunakan untuk menjadi pilihan ekstraksi fitur lain untuk klasifikasi suara jantung, yang berbeda dengan penelitian-penelitian klasifikasi suara jantung sebelumnya. Ada lima jenis ekstraksi fitur yang dikembangkan berdasarkan spektrum daya, yaitu Mean Frequency, Total Power, Maximum Peak Frequency, 1st Spectral Moment, dan 2nd Spectral Moment. Beberapa pengklasifikasi juga digunakan untuk mendapatkan fitur dasar pengklasifikasi terbaik. Fitur seleksi terbaik dari penelitian ini adalah Mean Frequency, dengan pengklasifikasi terbaik adalah Stochastic Gradient Descent dan regresi logistik dengan akurasi 93%. Ketika semua fitur digunakan sebagai pengklasifikasi, hampir semua model memiliki akurasi tertinggi terutama ketika pengklasifikasi dengan mean frequency, 1st Spectral, dan 2nd Spectral moment memiliki akurasi yang baik. Dengan menggunakan semua fitur, pengklasifikasi terbaik untuk kasus suara jantung adalah Gaussian Naïve Bayes dengan akurasi mencapai 100%. Hasil yang sangat baik ini dapat meningkatkan ekstraksi fitur menjadi pesaing utama dan membantu pembelajaran mesin menghasilkan pengklasifikasi yang efektif. © 2023, Penulis, di bawah lisensi eksklusif untuk Springer Nature Singapore Pte Ltd.",['SDG3'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Karakteristik Filter SIW Cetak 3D yang Digabungkan dengan Bahan Dielektrik Buatan. Filter adalah komponen penting dalam sistem komunikasi nirkabel. Seiring dengan perkembangan sistem ini yang terus menerus, ada kebutuhan yang semakin meningkat akan komponen yang ringkas dan ringan. Penggunaan struktur substrate integrated waveguide (SIW) dapat membantu mengurangi kerugian pada frekuensi tinggi sekaligus meminimalkan ukuran komponen. Selain itu, penggunaan struktur bahan dielektrik buatan (ADM) juga dapat mengurangi ukuran komponen frekuensi radio (RF) tanpa mengorbankan kinerjanya. Namun, kombinasi struktur ini dapat membuat proses fabrikasi menjadi lebih kompleks dan secara signifikan meningkatkan berat filter. Oleh karena itu, teknologi pencetakan 3D digunakan untuk memproduksi filter SIW dengan penggabungan ADM. Setelah proses manufaktur dan pelapisan cat konduktif, prototipe filter SIW berbasis asam polylactid acid (PLA) cetak 3D yang digabungkan dengan struktur ADM dikarakterisasi secara eksperimental, di mana filter ini beroperasi pada beberapa pita frekuensi dengan frekuensi tengah 2,71 GHz, 3,835 GHz, dan 5,14 GHz, serta respons bandwidth masing-masing 135 MHz, 315 MHz, dan 900 MHz. © 2023 IEEE.",['SDG9'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"Analisis Keandalan untuk Metrik Keamanan Informasi di Lingkungan Akademik. Saat ini, institusi akademik melibatkan data digital untuk mendukung proses pendidikan. Hal ini memiliki kelebihan, terutama terkait kemudahan akses dan proses. Namun, masalah keamanan muncul terkait dengan data digital. Ada beberapa insiden keamanan informasi di lingkungan akademik. Untuk memitigasi masalah tersebut, diperlukan identifikasi metrik untuk menentukan risiko insiden. Ada banyak model dan metrik risiko untuk memperkirakan risiko, seperti DREAD, OWASP, CVSS, dll. Namun, diperlukan metrik yang spesifik untuk mendapatkan nilai risiko yang sesuai. Oleh karena itu, penelitian ini bertujuan untuk mendefinisikan metrik untuk sebuah institusi akademik. Metrik yang diusulkan diperoleh dari peraturan The Family Educational Rights and Privacy Act (FERPA). Metrik tersebut terdiri dari informasi direktori, informasi pendidikan, informasi yang dapat diidentifikasi secara pribadi, dan risiko kebocoran informasi. Untuk mencapai tujuan tersebut, penelitian ini melibatkan survei dan analisis reliabilitas untuk menghasilkan output. Survei dilakukan dengan melibatkan 90 responden dengan berbagai tingkat pendidikan dan pekerjaan. Cronbach's alpha dan Test-retest merupakan metode yang digunakan untuk menentukan reliabilitas penelitian ini. Berdasarkan analisis reliabilitas, metode Cronbach's alpha menghasilkan koefisien untuk metrik antara 0.730-0.911, sedangkan metode Test-retest menghasilkan koefisien antara 0.630-0.797. Koefisien-koefisien tersebut memiliki kategori reliabel, sehingga metrik yang diusulkan cukup memadai untuk menentukan risiko insiden keamanan informasi di lingkungan akademik. Metrik yang reliabel akan dikembangkan sebagai variabel model penilaian risiko untuk lingkungan akademik pada penelitian selanjutnya. © 2023, Politeknik Negeri Padang. Semua hak cipta dilindungi undang-undang.",['SDG4'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Keakuratan Jaringan Syaraf Tiruan dan Model Logit dalam Memprediksi Financial Distress Perusahaan. Dalam menghadapi krisis ekonomi global dan ketidakpastian yang diakibatkannya, sangat penting bagi investor dan manajemen untuk memprediksi kesulitan keuangan perusahaan untuk pengambilan keputusan. Oleh karena itu, keakuratan suatu alat prediksi sangat penting bagi manajemen perusahaan dalam mengambil langkah-langkah untuk mengurangi risiko kegagalan selama krisis ekonomi. Dengan memperhatikan rasio-rasio keuangan perusahaan, penelitian ini bermaksud untuk mengetahui model prediksi financial distress yang paling baik untuk perusahaan sektor industri di Indonesia. Penelitian ini menggunakan sampel dari sektor industri di Bursa Efek Indonesia dari tahun 2017 hingga 2021 dan variabel prediktor berupa rasio-rasio keuangan untuk membandingkan keakuratan dari jaringan syaraf tiruan (JST) dan model logit dalam memprediksi financial distress. Rasio-rasio dalam kategori berikut ini digunakan untuk menghasilkan prediksi: current ratio (CR), return on asset (ROA), debt to asset ratio (DAR), total asset turnover (TATO), dan cash flow to debt ratio. Temuan penelitian ini menunjukkan bahwa model Logit mengalahkan model ANN, dengan akurasi 98%, sensitivitas 94,20, dan spesifisitas 99,30% dibandingkan dengan model logit yang masing-masing 82,50%, 84%, dan 82%. Diharapkan akurasi yang tinggi dari model prediksi ini dapat digunakan untuk membantu pihak-pihak yang berkepentingan dalam memprediksi kemungkinan terjadinya kebangkrutan pada sektor industri di Indonesia. Perusahaan, Investor dan regulator dapat mencegah terjadinya kebangkrutan dengan mengetahui metode prediksi terbaik, yang memiliki dampak yang sangat besar bagi perekonomian Indonesia, dan model tersebut adalah Logit. © Universidad Alberto Hurtado, Facultad de Economía y Negocios.",['SDG17'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"Pendekatan Hybrid Deep Learning Memanfaatkan Perluasan Fitur Word2Vec untuk Deteksi Cyberbullying di Twitter Indonesia. Twitter, platform media sosial yang memungkinkan pengguna untuk membuat, mengirim, memperbarui, dan membaca pesan singkat yang dikenal sebagai cuitan, sayangnya sering disalahgunakan untuk menyebarkan konten negatif yang mencakup perundungan siber. Dampak merugikan dari cyberbullying terhadap kesehatan mental para korban sangat besar, dengan kasus-kasus ekstrem yang berujung pada bunuh diri karena stres berat. Oleh karena itu, tindakan pencegahan, termasuk pengembangan sistem deteksi cyberbullying di Twitter, sangatlah penting. Penelitian ini memperkenalkan pendekatan deep learning hybrid, yang menggabungkan perluasan fitur dengan Word2Vec dan ekstraksi fitur dengan TF-IDF, untuk membangun sistem pendeteksi cyberbullying yang disesuaikan dengan bahasa Indonesia di Twitter. Serangkaian skenario uji coba dilakukan pada sistem yang dikembangkan menggunakan dataset 29.085 tweet berbahasa Indonesia. Hasil dari penelitian ini menunjukkan bahwa akurasi tertinggi dicapai oleh model hibrida CNN-LSTM dengan akurasi 79,26%, dan model hibrida LSTM-CNN dengan akurasi 79,48%. Temuan ini membuktikan bahwa penggabungan model hibrida, Word2Vec untuk augmentasi fitur, dan TF-IDF untuk ekstraksi fitur, menghasilkan akurasi yang lebih tinggi dibandingkan dengan model deep learning lainnya. Hasilnya, penelitian ini telah berhasil mengidentifikasi cyberbullying di Twitter, yang berkontribusi pada pengembangan lingkungan media sosial yang lebih sehat bagi para pengguna. © 2023 Asosiasi Teknologi Informasi dan Rekayasa Internasional. Semua hak cipta dilindungi undang-undang.","['SDG3', 'SDG16']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"Pemodelan berbasis kecerdasan buatan dan optimasi hibrida biodiesel minyak biji rami dengan nanopartikel graphene untuk memenuhi standar keamanan biomedis dan lingkungan yang ketat. Dalam penelitian ini, eksperimen dilakukan sesuai dengan standar Design of Experiments (DOE) untuk menilai kinerja dan fitur emisi dari biodiesel biji rami yang ditambahkan 5% nanopartikel graphene. Mesin dioperasikan dengan campuran B10, B20, dan B30 dengan 5% aditif nano graphene (disebut sebagai B10G5, B20G5, dan B30G5). Untuk menemukan nilai optimum parameter, pendekatan Desirability Function (DFA), Swarm Salp single objective, algoritma Multi Objective Bat (MOBA), Response surface methodology (RSM), dan pendekatan desain D-optimal digunakan. Teknik pembelajaran mesin (ML) tingkat lanjut digunakan untuk mengantisipasi karakteristik ini. Ditemukan bahwa B20G5 memiliki efisiensi termal rem yang lebih baik (BTE), jika dibandingkan dengan sampel lainnya (dan sekitar 11% lebih tinggi dari bahan bakar diesel pada beban penuh). Emisi Karbon monoksida (CO) dan Hidrokarbon (HC) lebih rendah untuk bahan bakar campuran B20G5 dibandingkan dengan solar (Sekitar 23,52% lebih rendah dari solar). Dibandingkan dengan Response surface methodology (RSM), nilai koefisien determinasi (R2) secara keseluruhan dengan menggunakan Artificial Neural Network (ANN) lebih tinggi. Hasilnya, terungkap bahwa ANN secara umum lebih baik daripada RSM dalam meramalkan berbagai faktor yang mempengaruhi kinerja mesin. Hasil optimal dicapai dengan tujuan tunggal (algoritma Salp Swarm) dan algoritma multi-tujuan. Berdasarkan algoritma multi-objektif, campuran biodiesel aditif nano B20G5 pada Brake power (BP) maksimum menghasilkan nilai BTE tertinggi dengan emisi Nitrogen Oksida (NOx) terendah. Perbandingan ini menunjukkan bahwa B20G5 dapat digunakan dengan mudah tanpa melakukan modifikasi pada mesin. © 2023 Para Penulis",['SDG7'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Rancang Bangun Klasifikasi Pendeteksi Kanker Kulit dengan GUI Python dan Tensorflow. Kanker kulit yang secara umum diklasifikasikan menjadi Melanoma Skin Cancer (MSC) dan Non-Melanoma Skin Cancer (NMSC) yaitu Squamous Cell Carcinoma (SCC) dan Basal Cell Carcinoma (BCC) merupakan salah satu jenis kanker yang paling banyak diderita oleh manusia. Pada penelitian ini, sebuah aplikasi berbasis Python GUI dan TensorFlow, yang dikenal dengan nama 'Deteksi Dini Kanker Kulit', dirancang untuk mendeteksi dan mengklasifikasikan kanker kulit. Aplikasi ini menggunakan metode klasifikasi Convolutional Neural Network (CNN) untuk menganalisa dan mengidentifikasi lesi kulit yang berpotensi menjadi kanker. CNN kemudian digunakan untuk mengidentifikasi apakah lesi tersebut termasuk jenis SCC, BCC, atau MSC. Pengujian dilakukan dengan menggunakan data citra validasi dari pasien kanker kulit di Rumah Sakit Hasan Sadikin, Bandung, dengan jumlah sampel sebanyak 26 data citra. Hasil pengujian menunjukkan bahwa aplikasi ini mampu mengklasifikasikan kanker kulit dengan akurasi 100% untuk MEL, 55,56% untuk BCC, dan 42,86% untuk SCC. Namun, kualitas gambar lesi yang diambil dapat mempengaruhi hasil klasifikasi. © 2023 IEEE.",['SDG3'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Segmentasi Potensi Pariwisata Berkelanjutan Berdasarkan Perspektif Fasilitas Sistem Pendukung. Penelitian ini bertujuan untuk mengetahui segmentasi perencanaan pengembangan pariwisata berkelanjutan berdasarkan fasilitas sistem pendukung di Kabupaten Rembang dengan menggunakan metode analisis statistik. Dengan melakukan uji Kaiser-Meyer-Olkin (KMO) dengan menggunakan 20 obyek wisata sebagai sampel, didapatkan hasil asumsi KMO telah terpenuhi sehingga analisis segmentasi potensi obyek wisata berkelanjutan dapat menggunakan K-Means Cluster untuk pemilihan alternatif analisis segmentasi. Hasil yang diperoleh dari penelitian ini segmentasi potensi obyek wisata terbagi menjadi 3 kelompok yaitu segmen Pendukung Pembangunan Berkelanjutan pada cluster 1 yang terdiri dari 12 obyek wisata yang merupakan obyek wisata yang rutenya tersebar ke segala arah dari pusat kota. Segmen Pariwisata Lokal Populer pada cluster 2 sebanyak 4 obyek wisata, merupakan kelompok yang seluruh rutenya berada di sebelah selatan pusat kota. Sedangkan segmen terakhir yaitu potensi wisata lokal baru, sebanyak 4 obyek wisata, merupakan kelompok obyek wisata yang semua rutenya menuju ke arah selatan dari pusat kota. Dari masing-masing kelompok segmentasi tersebut akan dibuat strategi perencanaan pengembangan kawasan pariwisata yang berkelanjutan. © The Author(s), di bawah lisensi eksklusif untuk Springer Nature Singapore Pte Ltd 2023.","['SDG8', 'SDG12']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"Menerapkan Kerangka Kerja Stimulus-Organisme-Respon untuk Menyelidiki Atribut Influencer pada Niat Pembelian Kendaraan Listrik. Influencer media sosial baru-baru ini memiliki dampak yang signifikan terhadap perjalanan pembelian pelanggan. Konsumen mengandalkan opini influencer untuk menentukan penerimaan teknologi baru, termasuk Kendaraan Listrik (EV). Masalah lingkungan yang disebabkan oleh emisi karbon kendaraan Internal Combustion Engine (ICE) dan terbatasnya ketersediaan bahan bakar fosil mendorong perlunya tingkat adopsi EV yang tinggi untuk menggantikan kendaraan ICE secara bertahap. Penelitian ini mengamati pengaruh atribut influencer otomotif terhadap niat pembelian kendaraan listrik. Kami mengusulkan Kerangka Kerja S-O-R untuk menilai aspek kognitif dan afektif dengan memeriksa Keahlian, Kepercayaan, dan Daya Tarik Influencer sebagai Atribut. Ekspektasi Kinerja, Ekspektasi Usaha, Motivasi Hedonik, dan Nilai Harga kemudian disediakan sebagai komponen kognitif dari UTAUT2, yang dimasukkan ke dalam penelitian ini. Penelitian kuantitatif dilakukan dengan 363 responden dan diuji dengan SEM PLS. Penelitian ini mengkonfirmasi implikasi signifikan dari atribut Influencer, sementara Nilai Harga tidak berhubungan positif dengan Sikap EV terhadap Penggunaan. © 2023, Para Penulis, di bawah lisensi eksklusif kepada Springer Nature Switzerland AG.",['SDG13'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"Peralatan Penyediaan Kendaraan Listrik AC Berbasis IoT. Makalah ini menyajikan sebuah rancangan stasiun pengisian kendaraan listrik umum berbasis mikrokontroler Arduino dan teknologi Internet of Things (IoT). Saat ini penggunaan mobil listrik khususnya di Indonesia terus meningkat seiring dengan program pengurangan emisi karbon. Perkembangan ini membutuhkan infrastruktur dan fasilitas pendukung yang memudahkan dan membuat mobil listrik menjadi relevan untuk digunakan. Stasiun pengisian daya yang diusulkan mengintegrasikan komponen perangkat keras dan perangkat lunak untuk menciptakan solusi yang cerdas dan mudah digunakan. Desain stasiun pengisian daya mengacu pada standar IEC 61851-1 sehingga dapat bersaing dan dikembangkan secara masif. Perangkat kerasnya meliputi Arduino, sensor, dan fitur keamanan. Pendekatan berbasis Arduino dan ESP32 menawarkan fleksibilitas dan efektivitas biaya, sehingga cocok untuk digunakan di berbagai lokasi publik. Hasil eksperimen menunjukkan keberhasilan pengoperasian dan kinerja stasiun pengisian daya kendaraan listrik AC, menggarisbawahi potensinya untuk mendukung permintaan kendaraan listrik yang terus meningkat dan berkontribusi pada pengembangan sistem transportasi yang berkelanjutan. © 2023 IEEE.","['SDG7', 'SDG9', 'SDG17']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
"Pengelompokan opini vaksin di Indonesia menggunakan algoritma K-means dan metode siku. Di masa pandemi, selain menjaga jarak sosial, masyarakat dianjurkan untuk melakukan vaksinasi. Vaksinasi merupakan langkah untuk membuat daya tahan tubuh lebih kuat terhadap COVID-19. Beberapa jenis vaksin yang beredar di Indonesia adalah Sinovac, AstraZeneca, Sinopharm, Moderna, dan Pfizer. Saat ini masyarakat sering berbagi pendapat di media sosial mengenai banyak hal. Salah satunya adalah mengenai program vaksinasi. Banyak orang yang membicarakan tentang pengalaman dengan vaksin, jenis-jenis vaksin, resistensi vaksin dan hal-hal lain yang berkaitan dengan vaksin. Untuk menyukseskan program vaksinasi, pemerintah perlu memonitor dan menganalisis opini publik terkait vaksin untuk membuat kebijakan vaksinasi yang lebih baik. Penelitian ini mengusulkan untuk melakukan clustering opini publik dari media sosial menggunakan algoritma K-Means dengan metode Elbow untuk mendapatkan jumlah cluster yang optimal. Setiap cluster akan dikelompokkan berdasarkan kemiripan antara satu record dengan record lainnya. Dari hasil percobaan yang dilakukan, didapatkan bahwa 3 adalah jumlah cluster terbaik. Cluster 1 merupakan cluster terbesar dengan pola diskusi mengenai pengalaman pernah divaksinasi dan pasca vaksinasi. Cluster 0 berisi hubungan antara Israel dan Palestina yang berkaitan dengan vaksin dan cluster 2 membahas vaksin yang berkaitan dengan sekolah. © 2023 Penulis(-penulis).",['SDG17'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
